region,transport_mode,shipment_volume,distance_km,transport_cost,delivery_time_days,predicted_delivery_time,delivery_risk
South,Road,121.60828157104883,207.26660343100264,1803.9072333585796,4.226766516490163,3.5300259276363164,Normal
West,Road,28.357827261229247,900.6107279413123,2135.5037656450604,5.54964984086315,6.666167977374232,High Risk
West,Road,82.27438342830854,514.7429055286369,1877.7954219387493,5.533250388690929,4.782000193775124,Normal
West,Road,121.53548287778793,691.1020433559538,2742.2376534861824,7.392389030122392,5.991475615453197,Normal
West,Road,106.79322578523771,1101.4217759115188,2924.8520687448563,7.072415551869457,8.173166053051283,High Risk
East,Road,120.89144458399919,901.1150084423489,2635.9998933028014,5.631806014202183,6.628040603215923,High Risk
South,Road,135.6928332027443,574.8114185863669,2285.3416447022573,6.67296468310516,5.63294025632719,Normal
South,Road,111.49545455178286,400.4661768837195,2080.5378931911946,4.769923223378472,4.560875833570345,Normal
East,Road,109.71965481443488,50.0,958.9992210780995,2.551883756308214,1.8007132827504941,Normal
South,Rail,96.98644688048226,448.6370706121224,1448.4929905119964,5.958599488083934,5.569100462840186,Normal
East,Rail,41.946856658950345,590.8835331282455,1743.9433097180768,5.723140306369446,5.3828424209979,Normal
West,Road,151.35139447208311,373.5897323976685,2230.184389118651,3.0320215810221796,4.349853529992361,Normal
East,Road,84.00645285360103,613.2480492141547,2305.402466545103,5.713972570160316,4.872049943807426,Normal
West,Rail,125.46808922196342,671.5185272284551,2492.310472595407,8.201806458438364,6.747358446802956,High Risk
West,Road,143.00476173179604,587.040325093738,2391.6020966114665,5.2292512498874135,5.487905670886134,Normal
North,Road,62.361016000674226,467.9992773694313,1872.5001105043368,4.1074840002250115,4.1980731786471495,Normal
East,Air,65.76436820166028,697.2233081506838,2176.8130651855436,2.2219262981761236,2.7483103803774194,Normal
North,Road,71.23248369771102,773.7433818794345,2224.3653995675318,6.258946886062958,5.930476383061908,Normal
East,Road,166.85326039011983,344.6882583160031,2223.293052879979,4.30792736293044,3.7680783331976353,Normal
East,Rail,48.09294942138814,1045.0610663289556,2790.491578373869,8.000914066887168,7.973550334639203,High Risk
North,Road,182.42298595184207,622.3953229604067,2723.1116415556567,6.516878272259995,5.640779460633279,Normal
North,Road,96.37506556197297,655.2778944245573,2262.3639588386877,4.986229995232347,5.400374213346728,Normal
East,Air,100.29012785387513,848.300038511836,2593.5450681804596,3.8022461044417675,3.7586112961757516,Normal
South,Road,139.5641295611001,715.3005167537805,2559.6829746143217,5.467194951831209,6.438412621055193,Normal
West,Air,90.2475804549627,916.8782574957086,3177.6389239025966,4.066714103876943,4.6328210748672145,Normal
North,Air,152.2659645765165,730.3947662565108,3020.7323363596215,3.3520416580125882,3.6344920759836805,Normal
West,Road,62.3100409212051,478.5175351006774,1694.5068944550576,4.668789007077026,4.4809295402390585,Normal
South,Road,179.28563270650014,751.2209870577085,3111.0524316880474,6.536493742122641,6.858106293879716,High Risk
South,Road,65.29797780090018,329.7566619502147,1368.5364086199809,3.711730436495123,3.9090612327442336,Normal
South,Road,182.96074034466068,680.3967176174265,2956.7347368531787,7.3428516437000635,6.4752176434742115,Normal
North,Road,66.37404120379813,640.695602619551,1839.8880997622857,4.680694492825864,5.151012341394536,Normal
South,Rail,72.46645945961095,591.7272799636889,2009.263945696735,4.490569104114338,6.290648565536731,Normal
North,Road,44.41452624355499,614.0094967970994,1915.5410685542897,6.4081386544939045,4.916787050272151,Normal
South,Road,52.59881552526372,123.08226726066107,984.66879918844,3.953819074879891,2.6952625580596656,Normal
West,Rail,84.2502292523588,496.3570258325308,1849.286519885657,4.042991560941637,5.5561301644437675,Normal
West,Road,98.45362999196867,675.9965723195121,2349.8187475056147,6.387698034368812,5.772327789941516,Normal
East,Rail,146.3121483190777,694.759789759272,2897.382841266604,5.968732713881046,6.510083912672647,Normal
West,Road,75.58219654897314,362.25096054073174,1195.3666620090144,4.120514611633052,3.8615265292167815,Normal
East,Road,40.649119636421474,1004.3981954421162,2709.443654642211,6.850441664191537,6.844581494296147,High Risk
West,Rail,106.92307734458687,407.47104249993976,1893.141732543321,4.77759495744081,5.176472065772829,Normal
North,Road,94.73481344892699,921.4480161474863,2813.3576746883655,5.9749500901527,6.889981595261464,High Risk
West,Air,113.51687602901896,769.6144213240717,3206.61263311461,3.2861681381694576,3.9372100654794657,Normal
East,Rail,57.50373339884233,469.05635324373515,1464.879868471091,3.7444993216034517,4.763416146901214,Normal
East,Rail,61.75002460726863,1147.0870499306634,2869.011839107103,7.894870850298194,8.59492320184865,High Risk
South,Road,57.51743931542181,315.78168710818557,1296.3829189635537,3.654550283385721,3.792437361945926,Normal
North,Road,161.63529748319633,907.3631686108004,3051.3203700065974,6.266117531718585,7.128242478531068,High Risk
West,Rail,180.21202375169017,930.1630490520339,3760.616795409058,9.66691714075801,8.508780845514027,High Risk
South,Rail,60.14518629414846,462.2263414585394,1563.9450961273442,7.195687724681213,5.492195407279105,Normal
West,Air,60.889538271641605,1039.8902840180122,3012.2032806815064,4.074789557703483,5.1574785241215135,Normal
West,Road,122.32137075414916,579.9869759122932,2340.4798005561524,5.5374753110378405,5.354316662274144,Normal
South,Road,190.98324841402314,730.83421619836,2860.735773854237,7.352036326443254,6.775599606997476,High Risk
South,Rail,213.27204981410674,722.8901148559418,3231.682943028933,8.721113201005386,7.732057021329757,High Risk
South,Road,58.47828623716934,612.3935523882466,1961.113319850907,5.552169384215722,5.4692744895393615,Normal
South,Air,67.77208427304713,877.026316484739,2800.5428194738547,4.542261147413934,4.5365196977763205,Normal
South,Rail,101.35268163149578,872.1768417546197,2756.4568303908254,9.099377889545243,8.00951904348727,High Risk
West,Road,104.13146354690258,160.4110474933094,1301.2271951596144,1.6999191647405696,2.8995465988074316,Normal
South,Rail,77.32166295217866,1015.2152680058828,2592.2595634140316,10.410164981025988,8.666432548738994,High Risk
North,Rail,51.490455074336474,184.5022433500112,1199.9472047738063,4.016334984041613,3.4163761847017544,Normal
East,Road,84.3283085712056,939.112937215664,3010.4107084581624,5.797490562528846,6.708731370045335,High Risk
South,Air,213.14925083648683,965.4774383117233,4074.120160440412,4.861908129208133,5.77056304762684,Normal
South,Road,62.296813205027185,344.5293995397445,1476.4639853292817,4.604853182089032,3.9860865653821,Normal
West,Rail,97.87518357860263,534.9719993727163,2249.089616526499,5.593761295520936,5.862282729724972,Normal
South,Road,288.79499733504326,340.40269282393797,2830.5894731581907,6.126375244031287,5.079729421408938,Normal
South,Air,61.755245465106306,589.8221115191541,2592.2613121225295,4.490371568788011,2.9305246211503855,Normal
South,Road,125.49362457197186,563.7504004279924,2332.911521066088,4.737762968443003,5.532538988516399,Normal
West,Road,218.03735623398228,868.3049490354151,3819.9673624362304,6.061254684490409,7.475763203023087,High Risk
South,Air,119.62550490306441,1016.8864489134903,3360.597626597703,4.91696724307129,5.574900178647572,Normal
East,Road,155.50175971821204,1040.7914670211876,3722.3280300207325,7.904718971115033,7.638183402583393,High Risk
West,Road,134.7697097661542,492.5929525580754,2371.1668614750106,4.661248600965647,4.936783005967779,Normal
East,Air,114.42525827239338,591.4178753515322,2767.5321444149913,3.530543557340621,2.440682952352897,Normal
West,Air,177.04138236312534,178.63730617813394,2397.3013712276165,1.1928255441849565,0.930048607378906,Normal
South,Road,123.33777235555267,424.35638138106714,1978.3561152615525,5.395832554062671,4.733171677262305,Normal
East,Road,77.78767588012397,920.1584572672881,2828.4601108066727,5.809195060801778,6.56041008588419,Normal
West,Road,93.66945252501912,1102.363190593505,3089.0567373507706,9.725629196802723,8.135871557065412,High Risk
North,Road,106.11836638939357,304.38231587362185,1323.0869757241467,5.277632217520722,3.450276234986871,Normal
South,Road,67.52808398962993,484.1100074371896,1530.712155376876,3.9926905926607192,4.772391023612555,Normal
West,Rail,96.07639712491442,642.6063880515004,2277.1196417999654,5.909089846419295,6.441815051082566,Normal
North,Rail,88.38031335715596,728.4451244694899,2469.761553409879,7.562949813650873,6.649938961604311,High Risk
West,Rail,123.1295206644146,423.3110144219391,2089.4719974623913,4.802089824380932,5.351517195449759,Normal
North,Rail,249.31984479462264,768.7370924499451,3866.6812457165406,7.715296214856444,7.701769001973153,High Risk
South,Road,99.29922057858481,517.3249828201435,1670.8072708561238,5.148609468241827,5.10484623234974,Normal
East,Road,193.58423359025974,645.9533641540819,2964.666034105851,3.793897960418562,5.5900795193676185,Normal
North,Road,120.72011533916819,802.9595894410359,2377.4238103382395,6.162376927832647,6.319975817609311,Normal
West,Road,95.83106203537754,651.7982355470626,2382.5585956039345,4.924079235205459,5.632362897981466,Normal
South,Road,65.25862431224772,527.8119506525608,1779.3116351558608,4.514470470007567,5.022711825690452,Normal
North,Air,96.240056402487,619.3092549007673,2664.1803226286675,3.7098226795162708,2.7528539188060055,Normal
West,Road,92.93237399356481,625.2583714225061,2020.342146979145,4.2213410433846805,5.442240388159309,Normal
West,Road,55.114754540679655,546.3969116330043,1987.9642069123465,5.573670268667367,4.84516357294311,Normal
West,Road,60.619643940689336,577.5371024532113,2042.4155154419975,4.7319949286200025,5.043466758534629,Normal
North,Rail,106.61809784300631,1097.6212077413206,3333.287513333228,8.74356080311601,8.814950077706477,High Risk
North,Road,192.5453691892538,807.0574454235468,3206.06982776077,7.234211695421146,6.73277760950349,High Risk
North,Road,82.70334537092693,567.265510951835,2099.2795932846925,5.067578414630657,4.8473247622546065,Normal
East,Road,31.425009919705467,845.147233263006,2012.5417907207177,6.244354545255597,5.874967172441361,Normal
North,Rail,15.685613737015846,556.5305428683172,1726.5179418366292,6.220691619735995,5.329319731184514,Normal
North,Road,43.85802563451897,978.4748985242595,2772.862907816722,6.451045004079883,6.973330751581629,High Risk
North,Rail,127.23098522274437,753.4998138154663,2932.7476499586255,6.363855749518183,6.998672649153665,High Risk
East,Rail,35.98315873285054,619.9553996788159,1704.6677877169996,4.361107242023714,5.511088147051156,Normal
North,Road,138.3629683390518,775.3607392268777,2845.685856720055,5.366899102309201,6.290225214350713,Normal
West,Road,123.43412942015077,210.15467742082018,1394.7464071770462,6.064606044418055,3.2629383438145636,Normal
North,Air,81.06020925061665,334.50510870525454,2055.4982137207826,2.6965477873218378,1.083048771141132,Normal
West,Road,55.42541932312074,315.7009982082645,1414.2184801270157,2.223404055447208,3.5403983678575064,Normal
West,Road,74.31946342533358,690.0240665338379,1825.077718634212,4.430067746815754,5.694730966737445,Normal
West,Rail,105.15026166713935,1135.1041998558258,3077.9035618324556,10.363963470778737,9.231018154690963,High Risk
East,Air,36.80671236320276,1274.764040933937,3322.3568033289657,4.882649346567584,5.864676451810592,Normal
East,Air,182.15366796687448,828.654308403412,3540.3621254224595,3.9439842992225604,4.097198406032389,Normal
East,Rail,104.60931365684127,790.236452984448,2427.418647975101,6.576103250790617,6.803135211544793,High Risk
North,Road,111.3489548459242,145.70383443723307,1491.2807398829284,2.560085065445162,2.626418542769708,Normal
West,Road,122.95142958099606,498.0513360744739,2201.910514330241,5.167801599305919,4.899163447862583,Normal
East,Rail,172.72000695499523,429.4205494656931,2433.0436228313647,5.123091173483824,5.1413996870792875,Normal
East,Road,96.37322389173941,476.1626724896875,1788.7456860979405,2.252936737938361,4.133955184236884,Normal
North,Road,127.27367926025443,602.9197307962589,2570.539275401892,4.944958797425516,5.2794576812934615,Normal
East,Air,56.01551859382375,517.8146382448043,2409.242094984312,2.0121028169819724,1.7521086736993001,Normal
North,Road,213.74354138840079,95.79605309477938,1979.1351291294513,3.0334415819135367,2.8483865749350357,Normal
South,Road,92.67238430709074,859.4148717129094,2496.9686345920677,10.114952265308684,7.010370287288508,High Risk
East,Road,55.83787510163383,349.6319527928542,1487.2691931727031,3.671721786921684,3.241281168246986,Normal
South,Road,65.26919689729361,716.9891219511219,2081.922804915632,5.810703816732972,6.078420351101803,Normal
North,Road,21.299589063940907,1230.7431475299927,2755.140368071479,8.804033179022282,8.243635027867823,High Risk
West,Road,65.01077348979298,392.57231435580144,1677.473917995183,4.447858251302306,4.024205127300199,Normal
East,Road,12.288623912346578,50.0,200.0,2.013216304860726,1.3044345379745894,Normal
North,Rail,132.40694030949945,569.918817873569,2674.974201767979,6.546153826104332,6.000196316519725,Normal
West,Rail,109.47124557242326,958.2686977996,3004.072553429989,10.997040155734846,8.282321179933062,High Risk
West,Road,45.640774971584264,1198.3372871817664,2821.468795060482,7.310498639638431,8.422486081477462,High Risk
South,Air,83.5992561311489,305.7261135533233,1901.4458064580595,2.4784515523359354,1.4191661199370145,Normal
North,Road,85.8171434609621,789.0757825062261,2420.910914459139,5.109365342082466,6.0956813365584175,Normal
West,Road,39.560447633902186,519.7130721015851,1284.6881717319416,5.1040203700544655,4.56755601928088,Normal
East,Rail,75.25758359719718,620.334460794842,2388.56223531186,4.735308220973315,5.747862695726033,Normal
East,Road,87.3728724879913,1390.4161371647697,3558.7931494770723,8.389918999145902,9.224547369211992,High Risk
South,Air,74.0460021827857,229.1683080493571,1786.8329690878952,1.7390706663523396,0.9508369937700472,Normal
West,Road,55.80236414404001,721.0471052184805,2256.9931251946045,6.706478936751488,5.821823461346928,Normal
North,Air,44.49699582804207,780.9540880943213,2331.3341905755433,3.7927085924911847,3.374043421376763,Normal
East,Road,72.49747320408943,954.0201709830171,2722.1440652143665,5.404365239957001,6.7114820881843515,High Risk
West,Air,60.12787141882501,677.4352829718507,2388.0005513516808,3.2511841698060064,3.1274678571580403,Normal
West,Road,118.48530101474529,736.2541510611486,2717.58308630826,5.485467700192006,6.221194086682011,Normal
South,Air,178.45865935336533,540.3384011218985,2651.6274537564736,2.547995994122354,3.178155871698803,Normal
East,Road,142.0338145280077,725.3555435486301,2696.714246123193,5.441235511672082,5.771193917731129,Normal
East,Road,89.06454410066071,553.9061628607251,1907.4834007759855,4.264799924366172,4.535264583622762,Normal
North,Air,57.147272588167226,824.0401291596943,2763.7419326943864,4.744897917833917,3.7032121039045007,Normal
East,Road,139.9546665720132,546.5091059077824,2453.323398974169,5.090097728117835,4.767991276248882,Normal
North,Road,122.46532604692587,755.5881102926122,2502.2156905112342,4.693584350117613,6.081668260792135,Normal
East,Rail,171.7710216200462,641.8064121682061,2725.9019226238265,5.721103601053224,6.318117593573692,Normal
South,Road,96.43233438061371,965.294070216207,2810.1870711000824,8.778637128717907,7.630865723371897,High Risk
East,Road,207.74486363290868,635.6097573952238,2860.2454684213694,7.266439529169037,5.586310547498108,Normal
North,Road,96.44939500450141,153.55090890207322,1480.0618906826285,1.2191840383473533,2.6027800636645235,Normal
North,Air,56.97411870060064,1003.3380201999177,2949.9316959336315,3.0437052905343482,4.6937581147688725,Normal
South,Road,63.688750073328244,396.3949557584667,1018.6317892032313,6.1148104832458205,4.232004311759427,Normal
East,Road,115.38411023794897,466.9454251783304,1977.1466601012187,4.54342414936964,4.184404005358161,Normal
East,Air,60.02705595027446,483.2148376678222,1889.2043647755324,1.912397965772665,1.5339772740562432,Normal
South,Air,206.97578196621913,1034.8426660878288,3861.054915636291,5.371221195067137,6.100886690082668,Normal
East,Road,110.12078958920742,52.011220085965306,1016.3536473212663,1.0,1.8186585790593701,Normal
East,Road,87.94481594724448,1528.5695894247983,3830.749940185972,9.453974612706999,10.002661850210378,High Risk
North,Road,92.24204532873144,945.6959065384945,3002.835502547763,7.091667956298675,7.028196959088937,High Risk
East,Road,73.5781314889559,712.5068959561647,2254.273509535084,6.063672453420195,5.3610228688138655,Normal
East,Road,26.039479224693174,634.6296798274398,1602.3785482197213,3.7881706768876517,4.6699019185625,Normal
South,Road,63.71783224833655,729.9551409601439,2241.248158095016,6.281647812642565,6.156691851374448,Normal
South,Road,193.2819661980057,795.9142799462147,3131.43531868672,6.310858124914781,7.164111490692064,High Risk
West,Road,97.91194520128543,830.660364066016,2466.6596125220185,6.833604109222719,6.6210482440841085,High Risk
North,Air,150.90355581188524,805.5692504809656,3119.023434953423,3.2015719999140835,4.046006716606412,Normal
East,Air,153.24937410729126,675.0825907514696,2786.969101247407,2.941220039112819,3.0670791937481834,Normal
East,Rail,84.05880388501757,594.7452423139487,2065.315819072231,4.549426451054975,5.617715325673112,Normal
West,Road,123.57130577960628,607.6434805770167,2392.3034688662697,6.09058399035941,5.514817014036751,Normal
East,Road,28.208570479823774,595.4256815012493,1637.2469576293624,5.217260309972787,4.469581300675495,Normal
North,Rail,184.9132017535899,967.4556271227781,3476.2939157724622,8.40304875935183,8.463667738114593,High Risk
West,Rail,176.87148132176196,816.1958822386414,3043.202756732752,8.172906408939507,7.809102498343956,High Risk
North,Road,113.61340736584486,50.0,1370.0008475373775,1.0,2.105197951675463,Normal
West,Air,99.93171742548272,833.6522174283331,2774.6812221155064,3.6716897136892888,4.186055497630887,Normal
West,Rail,84.70853332870017,704.526134521257,2482.9598133227923,6.814216958878256,6.74735850152844,High Risk
South,Air,160.3786094095492,644.7615481951487,2917.1357885029693,5.119620565166303,3.6907236132501313,Normal
North,Rail,131.45420882696158,541.214833135112,2242.2794021305344,4.537392556926399,5.800372194112448,Normal
East,Road,8.0,964.7515615960838,1928.3690546419332,7.518492431150357,6.41454365433657,Normal
East,Road,68.8726727627854,915.3074093944002,2448.9495648322804,7.130532400753629,6.460202745529718,Normal
North,Air,40.74326144591772,433.59425300938943,2021.0570930040142,2.3895097652332824,1.4417441157260786,Normal
East,Rail,35.57618181942389,763.9746403948699,2192.3146497502735,8.116950974850598,6.336571169835485,Normal
East,Road,159.4644051964465,377.93611432843994,2373.4415090870752,4.2709157516337255,3.9301476985059005,Normal
North,Road,83.63867779222892,263.7069138590995,1534.0419290114908,3.5183502098218384,3.1501712521505527,Normal
West,Road,112.57759027112661,474.51917711480974,1839.7585584790431,4.623059710030319,4.6926547753864085,Normal
North,Rail,89.96138167317143,891.4701722671724,2667.399706362143,8.970449255800425,7.560797427378622,High Risk
West,Air,35.90683888136304,916.8750127053042,2564.3121702094836,4.534576164631147,4.338583733633946,Normal
East,Road,28.689862665539135,793.663917627242,2264.348741529307,4.9386983248728376,5.6063475159995,Normal
East,Road,66.0357793901145,853.0268203174392,2188.135272839351,4.802356802139392,6.085451932289697,Normal
East,Road,69.47843817589504,794.5299203921884,2480.990691682033,5.4862703347952575,5.809541894921841,Normal
South,Air,69.45176019582004,470.38515333757334,2280.9969037039937,2.254999642327502,2.2867107546765446,Normal
West,Rail,70.67562134096283,770.9383125087033,2694.431988104929,7.156640786816573,7.066157857539139,High Risk
South,Rail,240.49241091811652,874.1146670637511,3704.9139060050693,10.846959516098186,8.716351980398017,High Risk
South,Road,149.6644426355902,861.2015723478008,3149.02488454411,6.945524640269448,7.329460897986621,High Risk
North,Road,98.70812299977456,982.8957440129,3289.752942599234,6.983267737986931,7.284956720523856,High Risk
South,Road,82.41413358807107,848.3250772162978,2401.6076528361973,7.046702865338474,6.8964444110070735,High Risk
North,Road,84.12316597594906,748.4054981116432,2063.9297219775485,6.484942126998915,5.834536023654688,Normal
North,Rail,128.8391874204729,949.6420667285997,2776.078166771917,5.8546271240168295,8.057097150057611,High Risk
South,Rail,81.9649127662665,642.5740474102632,2337.1975248211456,6.090601781487415,6.638600998471755,High Risk
West,Air,141.44515597001615,403.075097656239,2175.1270161976136,2.677168568395853,1.9732876892202915,Normal
West,Air,104.82727275452518,604.3412500957461,2555.7702469808855,3.773213322331638,2.941438948680741,Normal
West,Road,241.66651828602173,441.42725945419426,2985.355735316629,4.641817737029388,5.183219365526577,Normal
West,Rail,79.10279393246562,460.95008300717313,1885.6293665064072,3.1228896051043074,5.344536329357111,Normal
West,Air,155.46250377948957,609.534772199655,3073.5494313348377,3.6103919702993577,3.2388874224774535,Normal
South,Rail,43.25538229078975,428.1224221200108,1573.47740745986,4.3322908758090195,5.233801227897175,Normal
South,Road,58.04807118587349,563.7707717010687,2041.117886581677,3.9876137993952234,5.210533519606139,Normal
East,Road,224.4575713562113,119.78789325293997,2016.285167749677,2.3892608959766224,2.7793372049277436,Normal
West,Road,138.1963813055577,709.7222380644228,2536.1409608966624,5.933321112900692,6.1467065612614356,Normal
South,Air,113.71444680353544,650.3375331014228,2632.789753074339,3.115119625086822,3.490592394887704,Normal
East,Road,274.9532149076702,421.21518330090663,3258.3457625771725,2.7664319102145027,4.752211498632738,Normal
West,Road,83.10640180994325,834.5887871610735,2654.4270951906888,7.3963498238514935,6.5947803625169765,High Risk
North,Rail,155.26232683661064,912.5196385354363,3317.2706419914857,9.505915184760667,8.020738775340838,High Risk
East,Road,161.4816969815382,199.88323797668727,2095.4810685641332,3.621498765830944,2.946025014345801,Normal
South,Road,198.50905488049654,436.43706200146005,2374.6264037145274,4.004486024970863,5.164343615197933,Normal
North,Road,39.92536509365539,434.6401420595565,1741.647231563703,3.6877162467414193,3.9065636534755033,Normal
North,Rail,82.78314016437498,386.8271316895179,2015.8517547173144,4.4914931051270734,4.727591607848238,Normal
North,Road,103.8032258869203,882.2529557408895,2861.963154010706,7.054184404708843,6.721182521560479,High Risk
East,Rail,196.76470331752017,595.7286811436151,3269.5277275806243,6.832262945400529,6.227063402437487,Normal
South,Road,111.15483990081864,575.9358444330289,1917.6039821049983,4.78882223664928,5.497865792194891,Normal
North,Rail,161.67041700876445,88.91853796610906,1664.1256331731286,3.1584515285037105,3.42208266905107,Normal
West,Road,37.50138445430849,827.9170484585834,2019.3018847966491,6.719839633506275,6.300564806851623,Normal
North,Road,71.75379843349992,303.0076494410277,1557.0577784634224,4.631170821496469,3.3137799988082466,Normal
North,Air,176.51155628536733,666.7811364745719,3065.4029746042165,3.6805382156258943,3.3991150034133706,Normal
East,Road,77.50517806650853,727.6655426282937,2390.567662821952,6.040575290869166,5.473086382578908,Normal
East,Road,86.79374702392647,1030.9844068348223,3128.9326371361003,7.004346928556773,7.229588389757768,High Risk
South,Road,195.0756743530004,283.53028824664864,2404.2124106130227,5.654191778324288,4.3211930691271725,Normal
West,Rail,49.754421950927835,50.0,931.8070223057506,2.8244325738417335,2.8956067323731887,Normal
East,Road,57.45629362928881,701.4778725310346,1883.6021769511583,4.39504766849369,5.1964981819626175,Normal
North,Rail,34.781063032155835,1154.143130823039,2663.155271951579,10.496768168882289,8.746017210582991,High Risk
South,Road,199.27152680698347,996.9049788230425,3853.960606786309,9.162452232846704,8.348707099735613,High Risk
North,Road,148.1654193252928,708.7046362768953,2868.177416957324,5.40476396119304,5.973034030999696,Normal
North,Road,146.12713754230413,512.3418680230268,2342.9243326592314,4.329206738386223,4.848981656376388,Normal
East,Road,70.53327353911925,875.9943270584469,2403.2053563019253,6.334099428137487,6.249668833849543,Normal
South,Road,32.9667788583573,377.4070640827488,920.9184591732101,4.427436472937088,3.9853346049436933,Normal
West,Road,26.574118848642094,783.3801754197414,1797.8335448735456,6.170692525814089,5.990405698229033,Normal
West,Road,177.21519139974023,791.5316445666556,3434.338356211593,7.050756873049483,6.844474845518654,High Risk
East,Air,117.94064411429227,946.8587740996863,3120.3793669268803,4.704694242759542,4.4197520439859295,Normal
East,Road,130.59537853865942,1422.7048108951017,3956.39699345408,10.028087281294026,9.625735308431086,High Risk
South,Road,101.08802977803491,759.8764708100548,2664.9452005755884,6.754062473707187,6.521781949331303,Normal
West,Rail,53.10670565999592,507.49018480190034,1525.3390423950736,6.4535959246504015,5.450528807995234,Normal
West,Road,72.5167487891552,642.8391925862416,2094.6209830270595,4.43473709836122,5.455177200924582,Normal
West,Road,44.92487985324933,154.65874663104688,1128.4026129627498,2.9429116524627617,2.593166344301238,Normal
North,Rail,41.24166242520532,455.4803232950637,1571.8284455006515,6.6234611578455,4.877981729969875,Normal
